,Dir,Label
0,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong1.png,1
1,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong1_1.png,0
2,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong1_2.png,0
3,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong1_3.png,0
4,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong2.png,1
5,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong2_1.png,0
6,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong2_2.png,0
7,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong2_3.png,0
8,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong3.png,1
9,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong3_1.png,0
10,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong3_2.png,0
11,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong3_3.png,0
12,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong4.png,1
13,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong4_1.png,0
14,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong4_2.png,0
15,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong4_3.png,0
16,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong5.png,1
17,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong5_1.png,0
18,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong5_2.png,0
19,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong5_3.png,0
20,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong6.png,1
21,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong6_1.png,0
22,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong6_2.png,0
23,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong6_3.png,0
24,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong7.png,1
25,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong7_1.png,0
26,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong7_2.png,0
27,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong7_3.png,0
28,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong8.png,1
29,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong8_1.png,0
30,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong8_2.png,0
31,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong8_3.png,0
32,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong9.png,1
33,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong9_1.png,0
34,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong9_2.png,0
35,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong9_3.png,0
36,gdrive/MyDrive/Dataset/receipt_phuclong/phuclong10.png,1
